occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1:Otu567,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AJJC86_20200506_20201012,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,2020-05-06/2020-10-12,3,DNA sequence reads,40,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125488,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.65264,2.79369998,BE,BelgiumCoast_AJJC86,37.0,37.0,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;Candida_diddensiae,urn:lsid:marinespecies.org:taxname:178158,Trichosporon diddensiae,Species,Otu567
ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1:Otu50,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AJJC86_20200506_20201012,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,2020-05-06/2020-10-12,25,DNA sequence reads,40,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125488,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.65264,2.79369998,BE,BelgiumCoast_AJJC86,37.0,37.0,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,,Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_tassiana,urn:lsid:marinespecies.org:taxname:100511,Cladosporium herbarum,Species,Otu50
ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1:Otu403,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AJJC86_20200506_20201012,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,2020-05-06/2020-10-12,7,DNA sequence reads,40,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125488,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.65264,2.79369998,BE,BelgiumCoast_AJJC86,37.0,37.0,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,uncertain classification (not marine),Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;unidentified (Hypocreales) family incertae sedis;unidentified (unidentified (Hypocreales));Unknown unidentified (unidentified (Hypocreales)) species 1,urn:lsid:marinespecies.org:taxname:100012,Hypocreales,Order,Otu403
ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1:Otu490,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_BelgiumCoast_AJJC86_20200506_20201012,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,2020-05-06/2020-10-12,5,DNA sequence reads,40,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7125488,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Belgian Part of the North Sea (http://marineregions.org/mrgid/26567),51.65264,2.79369998,BE,BelgiumCoast_AJJC86,37.0,37.0,Wind farm; semi-industrial; 9.5 - Subtidal Sandy-Mud,uncertain classification (not marine),Was a crate cover used when retrieving the unit: no; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Unknown Fungi phylum 2,urn:lsid:marinespecies.org:taxname:4,Fungi,Kingdom,Otu490
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu238,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,2,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Unknown Malassezia species 1,no match,no match,no match,Otu238
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu63,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,187,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria,urn:lsid:marinespecies.org:taxname:100208,Alternaria,Genus,Otu63
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu545,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,3,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Unknown Pezizomycotina_cls_Incertae_sedis order 1,urn:lsid:marinespecies.org:taxname:21891,Ascomycota,Phylum (Division),Otu545
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu307,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,13,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Unknown Dothideomycetes order 4,urn:lsid:marinespecies.org:taxname:147577,Dothideomycetes,Class,Otu307
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu374,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,8,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella;Westerdykella_dispersa,no match,no match,no match,Otu374
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu192,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,41,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Rozellomycota;Unknown Rozellomycota class 1,urn:lsid:marinespecies.org:taxname:707609,Rozellida,Order,Otu192
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu46,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,19,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes,urn:lsid:marinespecies.org:taxname:437249,Tremellomycetes,Class,Otu46
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu44,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,76,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum_laibachii,no match,no match,no match,Otu44
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu43,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,17,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;Unknown Phallus species 1,urn:lsid:marinespecies.org:taxname:426220,Phallus,Genus,Otu43
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu560,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,3,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Unknown Eurotiales family 1,urn:lsid:marinespecies.org:taxname:100010,Eurotiales,Order,Otu560
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu362,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,20,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Unknown Fungi phylum 1,urn:lsid:marinespecies.org:taxname:4,Fungi,Kingdom,Otu362
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu184,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,46,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Thyridariaceae;Roussoella;Roussoella_solani,no match,no match,no match,Otu184
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu180,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,29,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_rosea,urn:lsid:marinespecies.org:taxname:1485442,Bionectria,Genus,Otu180
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu337,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,12,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium,urn:lsid:marinespecies.org:taxname:988370,Chaunopycnis,Genus,Otu337
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu50,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,10,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_tassiana,urn:lsid:marinespecies.org:taxname:100511,Cladosporium herbarum,Species,Otu50
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu349,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,10,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales_fam_Incertae_sedis;Hansfordia;Hansfordia_pulvinata,no match,no match,no match,Otu349
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu347,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,11,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes_ord_Incertae_sedis;Cystobasidiomycetes_fam_Incertae_sedis;Symmetrospora;Symmetrospora_foliicola,no match,no match,no match,Otu347
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu513,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,5,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes_ord_Incertae_sedis;Cystobasidiomycetes_fam_Incertae_sedis;Buckleyzyma;Unknown Buckleyzyma species 1,no match,no match,no match,Otu513
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu738,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,3,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraconiothyrium,urn:lsid:marinespecies.org:taxname:1728113,Paraconiothyrium,Genus,Otu738
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu226,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,28,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Unknown Agaricales family 2,urn:lsid:marinespecies.org:taxname:100021,Agaricales,Order,Otu226
ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1:Otu431,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Getxo_G1_20200624_20201103,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,2020-06-24/2020-11-03,8,DNA sequence reads,1001,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR7127668,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Abra de Bilbao (http://marineregions.org/mrgid/17355),43.338452,-3.014833,ES,Getxo_G1,5.0,10.0,Marina; semi-industrial; 9.6 - Subtidal Muddy,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_001,Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraphaeosphaeria;Unknown Paraphaeosphaeria species 1,urn:lsid:marinespecies.org:taxname:865865,Paraphaeosphaeria,Genus,Otu431
