occurrenceID,measurementType,measurementUnit,measurementValue,measurementTypeID,measurementUnitID,measurementValueID
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,submergedTime,day,442,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,sampleAccessionNumber,,SAMEA6663949,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,NCBIID,,32443,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,NCBIScientificName,,Teleostei,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,NCBITaxonRank,,infraclass,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu317,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,submergedTime,day,442,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,sampleAccessionNumber,,SAMEA6663949,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,NCBIID,,6657,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,NCBIScientificName,,Crustacea,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,NCBITaxonRank,,subphylum,,,
ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1:Otu69,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
