occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId
ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r1:Otu8,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r1,2018-08-13/2019-10-29,9,DNA sequence reads,11,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12542760,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Anthozoa,urn:lsid:marinespecies.org:taxname:1486561,Opisthokonta,Subkingdom,Otu8
ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r1:Otu14,MaterialSample,ARMS-MBON,data_release_001,present,ARMS_Gdynia_GDY1_20180813_20191029,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO_r1,2018-08-13/2019-10-29,2,DNA sequence reads,11,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR12542760,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_001/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2%,Zatoka Pucka (http://marineregions.org/mrgid/29088),54.48522,18.57111,PL,Gdynia_GDY1,4.0,4.0,Long-Term Ecological Research Site; Marine Protected Area; LHI (Low human influence); 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_001,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Megabalanus;Megabalanus (genus);Unknown Megabalanus (genus) species 1,urn:lsid:marinespecies.org:taxname:106123,Megabalanus,Genus,Otu14
