occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_630:320c408263cdbc4b8c02d9994739fb935e73c0b2,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Dictyotales;Phaeophyceae 2;Dictyotales;Dictyotaceae;Dictyota;Dictyota canariensis,,Eukaryota,domain,ASV_630:320c408263cdbc4b8c02d9994739fb935e73c0b2,NCBI:1380061,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_634:7249876b7abc2e35618e56d9bef0a03cfdb13c85,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,3,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Arthroderma uncinatum,,Eukaryota,domain,ASV_634:7249876b7abc2e35618e56d9bef0a03cfdb13c85,NCBI:74035,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_642:ce1aceaad5907413271fd2889dfb476b66bee0bb,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Rotundellaceae;Rotundella;Rotundella rotunda,,Eukaryota,domain,ASV_642:ce1aceaad5907413271fd2889dfb476b66bee0bb,NCBI:1357779,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_666:ca131980ae0c41d26d330b58c84b99b9bfa43c11,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium humile,urn:lsid:marinespecies.org:taxname:368670,Florideophyceae,Class,ASV_666:ca131980ae0c41d26d330b58c84b99b9bfa43c11,NCBI:1403497,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_680:5489425646f83825f4e3a7ff3f007ca266eb7a72,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Thraustochytrida;Bigyra 2;Thraustochytrida;Thraustochytriaceae;Botryochytrium;Botryochytrium radiatum,,Eukaryota,domain,ASV_680:5489425646f83825f4e3a7ff3f007ca266eb7a72,NCBI:463362,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_701:260836e85113ecf57ae84bb7fd7fcee5d79b658e,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Cliftonaea;Cliftonaea pectinata,,Eukaryota,domain,ASV_701:260836e85113ecf57ae84bb7fd7fcee5d79b658e,NCBI:2007206,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_750:dd26b444444f68b2f6a2ee9386ca200132932408,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,13,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Nemertea;Palaeonemertea;Cephalothricidae;Cephalothricidae;Cephalothrix;Cephalothrix filiformis,urn:lsid:marinespecies.org:taxname:122602,Procephalothrix filiformis,Species,ASV_750:dd26b444444f68b2f6a2ee9386ca200132932408,NCBI:187809,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_785:d322b0b7620c118f48043aa47a43131fc4baf0be,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Gastropoda;Siphonariida;Siphonariidae;Siphonaria;Siphonaria gigas,,Eukaryota,domain,ASV_785:d322b0b7620c118f48043aa47a43131fc4baf0be,NCBI:1087063,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_862:91d1dc6546c9196ed76c8089f4f1072a60205aaf,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Haptoglossa;Oomycota 6;Haptoglossa;Haptoglossa;Haptoglossa;Haptoglossa zoospora,,Eukaryota,domain,ASV_862:91d1dc6546c9196ed76c8089f4f1072a60205aaf,NCBI:505981,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_867:9e095b689e16d142a0cd171b01a01f6db9f05a0e,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Streptophyta;Magnoliopsida;Alismatales;Araceae;Spirodela;Spirodela polyrhiza,,Eukaryota,domain,ASV_867:9e095b689e16d142a0cd171b01a01f6db9f05a0e,NCBI:29656,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_886:10172530fdd244da76ef4d20f91f2a54571044a9,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,3,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon maureeniae,,Eukaryota,domain,ASV_886:10172530fdd244da76ef4d20f91f2a54571044a9,NCBI:1461542,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_960:06e456a1b516b49cc4f15b5751c24e97ffea37be,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Jakobida;Jakobida;Jakobida;Seculamonas;Seculamonas;Seculamonas ecuadoriensis,,Eukaryota,domain,ASV_960:06e456a1b516b49cc4f15b5751c24e97ffea37be,NCBI:221724,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_980:531472abfd6231b277da495a376651116104180b,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Mollusca;Gastropoda;Trochida;Trochidae;Chlorodiloma;Chlorodiloma crinita,,Eukaryota,domain,ASV_980:531472abfd6231b277da495a376651116104180b,NCBI:319487,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1029:2f624ad82dbb7330bc61344613bb6c26fffa1b04,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Halistemma;Halistemma rubrum,,Eukaryota,domain,ASV_1029:2f624ad82dbb7330bc61344613bb6c26fffa1b04,NCBI:316183,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1068:919cf32bc5ad8808149a784f381d9a2ae4ea7e47,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,3,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium bubalis,,Eukaryota,domain,ASV_1068:919cf32bc5ad8808149a784f381d9a2ae4ea7e47,NCBI:1737479,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1120:0aca538395d41e2aca443a29bbda5e530cedb3fc,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,3,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Apusomonadidae;Apusomonadidae;Apusomonadidae;Apusomonadidae;Thecamonas;Thecamonas trahens,,Eukaryota,domain,ASV_1120:0aca538395d41e2aca443a29bbda5e530cedb3fc,NCBI:529818,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1162:59184c27a89459560717f0078fede5bfcd675bc0,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Annelida;Polychaeta;Protodrilidae;Protodrilidae;Protodrilus;Protodrilus ciliatus,urn:lsid:marinespecies.org:taxname:130843,Protodrilus ciliatus,Species,ASV_1162:59184c27a89459560717f0078fede5bfcd675bc0,NCBI:47111,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1168:66658868e70e287d84af0f09dddbe346fcc27283,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,4,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae;Grateloupia;Grateloupia taiwanensis,,Eukaryota,domain,ASV_1168:66658868e70e287d84af0f09dddbe346fcc27283,NCBI:1260292,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1190:8ab3a9837d7708bf23cfc0e94fd39affce4e13e7,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus sp,,Eukaryota,domain,ASV_1190:8ab3a9837d7708bf23cfc0e94fd39affce4e13e7,NCBI:5065,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1198:9f59f203190f39be1397fb1ead1848ae41f8eef7,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,3,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Hyaloraphidium;Hyaloraphidium;Hyaloraphidium curvatum,,Eukaryota,domain,ASV_1198:9f59f203190f39be1397fb1ead1848ae41f8eef7,NCBI:82268,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1206:b47f226b248b7d6df9c4b01df01bc656fbfd849c,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,2,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Ectocarpales;Phaeophyceae 16;Ectocarpales;Chordariaceae;Dictyosiphon;Dictyosiphon chordaria,,Eukaryota,domain,ASV_1206:b47f226b248b7d6df9c4b01df01bc656fbfd849c,NCBI:1535351,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1:ASV_1281:33869f533fceb7e84a4bc6c68c0c99c5beb6d625,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Marstrand2_20200228_20200527,SAMEA7685818,2020-02-28/2020-05-27,5,DNA sequence reads,22282,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914141,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,RDP classifier; confidence cutoff 0.8; ref db Midori v2 | Midori v2 | swarm2; d = 10,44G1 (http://marineregions.org/mrgid/42011),57.903512,11.581548,SE,SWC_Marstrand2,4.0,6.0,Marina; semi-industrial; 9.3 - Subtidal Loose Rock/Pebble/Gravel,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Sessile,https://github.com/arms-mbon/data_release_002,Eukaryota;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Aleurodicus;Aleurodicus dugesii,,Eukaryota,domain,ASV_1281:33869f533fceb7e84a4bc6c68c0c99c5beb6d625,NCBI:30099,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1
